-DOCSTART- -X- -X- O
maintainable JJ JJ O
in IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
he PRP PRP O
would MD MD O
proceed VB VB O
to TO TO O
decide VB VB O
the DT DT O
petition NN NN O
on IN IN O
merits NNS NNS O
on IN IN O
the DT DT O
assumption NN NN O
that IN IN O
he PRP PRP O
had VBD VBD O
jurisdiction NN NN O
to TO TO O
entertain VB VB O
it PRP PRP O
. . . O
On IN IN O
merits NNS NNS O
he PRP PRP O
took VBD VBD O
the DT DT O
view NN NN O
that IN IN O
no DT DT O
money NN NN O
decree NN NN O
could MD MD O
be VB VB O
passed VBN VBN O
in IN IN O
a DT DT O
petition NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
even RB RB O

was VBD VBD O
maintainable JJ JJ O
in IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
he PRP PRP O
would MD MD O
proceed VB VB O
to TO TO O
decide VB VB O
the DT DT O
petition NN NN O
on IN IN O
merits NNS NNS O
on IN IN O
the DT DT O
assumption NN NN O
that IN IN O
he PRP PRP O
had VBD VBD O
jurisdiction NN NN O
to TO TO O
entertain VB VB O
it PRP PRP O
. . . O
On IN IN O
merits NNS NNS O
he PRP PRP O
took VBD VBD O
the DT DT O
view NN NN O
that IN IN O
no DT DT O
money NN NN O
decree NN NN O
could MD MD O
be VB VB O
passed VBN VBN O
in IN IN O
a DT DT O
petition NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
even RB RB O
against IN IN O
the DT DT O
sureties NNS NNS O
and CC CC O
since IN IN O
in IN IN O
the DT DT O
instant JJ JJ O
case NN NN O
sureties NNS NNS O
had VBD VBD O
admittedly RB RB O
not RB RB O
given VBN VBN O
any DT DT O
security NN NN O
except IN IN O
their PRP$ PRP$ O
personal JJ JJ O
guarantee NN NN O
the DT DT O
said VBD VBD O
surety NN NN O
could MD MD O
be VB VB O
enforced VBN VBN O
only RB RB O
in IN IN O
the DT DT O
ordinary JJ JJ O
course NN NN O
and CC CC O
not RB RB O
under IN IN O
the DT DT O
special JJ JJ O
machinery NN NN O
provided VBN VBN O
under IN IN O
the DT DT O
Act NNP NNP O
. . . O
The DT DT O
petition NN NN O
was VBD VBD O
accordingly RB RB O
dismissed VBN VBN O
. . . O
Aggrieved NNP NNP O
by IN IN O
the DT DT O
judgment NN NN O

against IN IN O
the DT DT O
sureties NNS NNS O
and CC CC O
since IN IN O
in IN IN O
the DT DT O
instant JJ JJ O
case NN NN O
sureties NNS NNS O
had VBD VBD O
admittedly RB RB O
not RB RB O
given VBN VBN O
any DT DT O
security NN NN O
except IN IN O
their PRP$ PRP$ O
personal JJ JJ O
guarantee NN NN O
the DT DT O
said VBD VBD O
surety NN NN O
could MD MD O
be VB VB O
enforced VBN VBN O
only RB RB O
in IN IN O
the DT DT O
ordinary JJ JJ O
course NN NN O
and CC CC O
not RB RB O
under IN IN O
the DT DT O
special JJ JJ O
machinery NN NN O
provided VBN VBN O
under IN IN O
the DT DT O
Act NNP NNP O
. . . O
The DT DT O
petition NN NN O
was VBD VBD O
accordingly RB RB O
dismissed VBN VBN O
. . . O
Aggrieved NNP NNP O
by IN IN O
the DT DT O
judgment NN NN O
of IN IN O
the DT DT O
learned JJ JJ O
single JJ JJ O
Judge NNP NNP O
the DT DT O
Corporation NNP NNP O
preferred VBD VBD O
an DT DT O
appeal NN NN O
before IN IN O
a DT DT O
Division NNP NNP O
Bench NNP NNP O
which WDT WDT O
has VBZ VBZ O
been VBN VBN O
dismissed VBN VBN O
by IN IN O
the DT DT O
judgment NN NN O
under IN IN O
appeal NN NN O
. . . O
The DT DT O
Division NNP NNP O
Bench NNP NNP O
not RB RB O
only RB RB O
upheld VB VB O
the DT DT O
finding NN NN O
of IN IN O
the DT DT O
single JJ JJ O
Judge NNP NNP O
on IN IN O
merits NNS NNS O
but CC CC O
also RB RB O
overruled VBD VBD O
the DT DT O
decision NN NN O
reported VBD VBD O
in IN IN O
1987 CD CD O
Mah NNP NNP O
LJ NNP NNP O
243 CD CD O
and CC CC O
held VBN VBN O

of IN IN O
the DT DT O
learned JJ JJ O
single JJ JJ O
Judge NNP NNP O
the DT DT O
Corporation NNP NNP O
preferred VBD VBD O
an DT DT O
appeal NN NN O
before IN IN O
a DT DT O
Division NNP NNP O
Bench NNP NNP O
which WDT WDT O
has VBZ VBZ O
been VBN VBN O
dismissed VBN VBN O
by IN IN O
the DT DT O
judgment NN NN O
under IN IN O
appeal NN NN O
. . . O
The DT DT O
Division NNP NNP O
Bench NNP NNP O
not RB RB O
only RB RB O
upheld VB VB O
the DT DT O
finding NN NN O
of IN IN O
the DT DT O
single JJ JJ O
Judge NNP NNP O
on IN IN O
merits NNS NNS O
but CC CC O
also RB RB O
overruled VBD VBD O
the DT DT O
decision NN NN O
reported VBD VBD O
in IN IN O
1987 CD CD O
Mah NNP NNP O
LJ NNP NNP O
243 CD CD O
and CC CC O
held VBN VBN O
that IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
had VBD VBD O
no DT DT O
jurisdiction NN NN O
to TO TO O
entertain VB VB O
a DT DT O
petition NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
. . . I-LC
Shri NNP NNP O
Ashok NNP NNP O
Desai NNP NNP O
Senior NNP NNP O
Advocate NNP NNP O
appearing NN NN O
for IN IN O
the DT DT O
Appellant-Corporation NNP NNP O
has VBZ VBZ O
assailed VBN VBN O
the DT DT O
findings NNS NNS O
of IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
in IN IN O
the DT DT O
judgment NN NN O
under IN IN O
appeal NN NN O
both DT DT O
on IN IN O
merits NNS NNS O
and CC CC O
on IN IN O
the DT DT O
plea NN NN O
about IN IN O
jurisdiction NN NN O
. . . O

that IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
had VBD VBD O
no DT DT O
jurisdiction NN NN O
to TO TO O
entertain VB VB O
a DT DT O
petition NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
. . . I-LC
Shri NNP NNP O
Ashok NNP NNP O
Desai NNP NNP O
Senior NNP NNP O
Advocate NNP NNP O
appearing NN NN O
for IN IN O
the DT DT O
Appellant-Corporation NNP NNP O
has VBZ VBZ O
assailed VBN VBN O
the DT DT O
findings NNS NNS O
of IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
in IN IN O
the DT DT O
judgment NN NN O
under IN IN O
appeal NN NN O
both DT DT O
on IN IN O
merits NNS NNS O
and CC CC O
on IN IN O
the DT DT O
plea NN NN O
about IN IN O
jurisdiction NN NN O
. . . O
Shri NNP NNP O
Soli NNP NNP O
J NNP NNP O
. . . O
Sorabjee NNP NNP O
Senior NNP NNP O
Advocate NNP NNP O
appearing NN NN O
for IN IN O
the DT DT O
respondents NNS NNS O
has VBZ VBZ O
in IN IN O
reply NN NN O
asserted VBD VBD O
that IN IN O
the DT DT O
findings NNS NNS O
of IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
on IN IN O
both DT DT O
the DT DT O
pleas NN NN O
were VBD VBD O
unassailable JJ JJ O
. . . O
An DT DT O
application NN NN O
for IN IN O
intervention NN NN O
being VBG VBG O
I PRP PRP O
. . . O
A DT DT O
. . . O
No DT DT O
3 CD CD O
of IN IN O
1990 CD CD O
has VBZ VBZ O
been VBN VBN O
made VBN VBN O
on IN IN O
behalf NN NN O
of IN IN O
Nav NNP NNP O
Bharat NNP NNP O
Udyog NNP NNP O
a DT DT O
partnership NN NN O
firm NN NN O

Shri NNP NNP O
Soli NNP NNP O
J NNP NNP O
. . . O
Sorabjee NNP NNP O
Senior NNP NNP O
Advocate NNP NNP O
appearing NN NN O
for IN IN O
the DT DT O
respondents NNS NNS O
has VBZ VBZ O
in IN IN O
reply NN NN O
asserted VBD VBD O
that IN IN O
the DT DT O
findings NNS NNS O
of IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
on IN IN O
both DT DT O
the DT DT O
pleas NN NN O
were VBD VBD O
unassailable JJ JJ O
. . . O
An DT DT O
application NN NN O
for IN IN O
intervention NN NN O
being VBG VBG O
I PRP PRP O
. . . O
A DT DT O
. . . O
No DT DT O
3 CD CD O
of IN IN O
1990 CD CD O
has VBZ VBZ O
been VBN VBN O
made VBN VBN O
on IN IN O
behalf NN NN O
of IN IN O
Nav NNP NNP O
Bharat NNP NNP O
Udyog NNP NNP O
a DT DT O
partnership NN NN O
firm NN NN O
having VBG VBG O
its PRP$ PRP$ O
office NN NN O
at IN IN O
Mehta NNP NNP O
Building NNP NNP O
2nd CD CD O
Floor NNP NNP O
47 CD CD O
Nagindas NNP NNP O
Marg NNP NNP O
Bombay NNP NNP O
confined VBD VBD O
to TO TO O
the DT DT O
plea NN NN O
with IN IN O
regard NN NN O
to TO TO O
jurisdiction NN NN O
and CC CC O
it PRP PRP O
has VBZ VBZ O
been VBN VBN O
urged VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
intervener NN NN O
also RB RB O
in IN IN O
line NN NN O
with IN IN O
the DT DT O
submission NN NN O
made VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
respondents NNS NNS O
that IN IN O
it PRP PRP O
is VBZ VBZ O
only RB RB O
the DT DT O
Bombay NNP NNP O

having VBG VBG O
its PRP$ PRP$ O
office NN NN O
at IN IN O
Mehta NNP NNP O
Building NNP NNP O
2nd CD CD O
Floor NNP NNP O
47 CD CD O
Nagindas NNP NNP O
Marg NNP NNP O
Bombay NNP NNP O
confined VBD VBD O
to TO TO O
the DT DT O
plea NN NN O
with IN IN O
regard NN NN O
to TO TO O
jurisdiction NN NN O
and CC CC O
it PRP PRP O
has VBZ VBZ O
been VBN VBN O
urged VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
intervener NN NN O
also RB RB O
in IN IN O
line NN NN O
with IN IN O
the DT DT O
submission NN NN O
made VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
respondents NNS NNS O
that IN IN O
it PRP PRP O
is VBZ VBZ O
only RB RB O
the DT DT O
Bombay NNP NNP O
City NNP NNP O
Civil NNP NNP O
Court NNP NNP O
and CC CC O
not RB RB O
the DT DT O
High NNP NNP O
Court NNP NNP O
which WDT WDT O
has VBZ VBZ O
jurisdiction NN NN O
to TO TO O
entertain VB VB O
a DT DT O
petition NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
. . . I-LC
For IN IN O
the DT DT O
sake NN NN O
of IN IN O
facility NN NN O
in IN IN O
considering VBG VBG O
the DT DT O
respective JJ JJ O
submissions NNS NNS O
made VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
parties NNS NNS O
we PRP PRP O
find VBP VBP O
it PRP PRP O
useful JJ JJ O
to TO TO O
refer VB VB O
to TO TO O
the DT DT O
statutory JJ JJ O
provisions NNS NNS O

City NNP NNP O
Civil NNP NNP O
Court NNP NNP O
and CC CC O
not RB RB O
the DT DT O
High NNP NNP O
Court NNP NNP O
which WDT WDT O
has VBZ VBZ O
jurisdiction NN NN O
to TO TO O
entertain VB VB O
a DT DT O
petition NN NN O
under IN IN O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Act NNP NNP I-LC
. . . I-LC
For IN IN O
the DT DT O
sake NN NN O
of IN IN O
facility NN NN O
in IN IN O
considering VBG VBG O
the DT DT O
respective JJ JJ O
submissions NNS NNS O
made VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
parties NNS NNS O
we PRP PRP O
find VBP VBP O
it PRP PRP O
useful JJ JJ O
to TO TO O
refer VB VB O
to TO TO O
the DT DT O
statutory JJ JJ O
provisions NNS NNS O
relevant JJ JJ O
in IN IN O
this DT DT O
behalf NN NN O
. . . O
Section NN NN I-LC
2 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Bombay NNP NNP I-LC
City NNP NNP I-LC
Civil NNP NNP I-LC
Court NNP NNP I-LC
Act NNP NNP I-LC
1948 CD CD I-LC
contains VBZ VBZ O
definitions NNS NNS O
and CC CC O
inter NN NN O
alia NN NN O
provides VBZ VBZ O
: : : O
' POS POS O
2 CD CD I-LC
. . . I-LC
In IN IN I-LC
this DT DT I-LC
Act NNP NNP I-LC
unless IN IN O
there EX EX O
is VBZ VBZ O
anything NN NN O
repugnant NN NN O
in IN IN O
the DT DT O
subject NN NN O
or CC CC O
context NN NN O
- - - O
( ( ( O
1 CD CD O
) ) ) O
' POS POS O
City NNP NNP O
Court NNP NNP O
' POS POS O
means VBZ VBZ O
the DT DT O
Court NNP NNP O
established VBD VBD O
under IN IN O
Section NN NN I-LC
3 CD CD I-LC
; : : I-LC
( ( ( I-LC
2 CD CD I-LC
) ) ) I-LC
' POS POS I-LC
High NNP NNP O
Court NNP NNP O
' POS POS O
means VBZ VBZ O
the DT DT O

relevant JJ JJ O
in IN IN O
this DT DT O
behalf NN NN O
. . . O
Section NN NN I-LC
2 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
Bombay NNP NNP I-LC
City NNP NNP I-LC
Civil NNP NNP I-LC
Court NNP NNP I-LC
Act NNP NNP I-LC
1948 CD CD I-LC
contains VBZ VBZ O
definitions NNS NNS O
and CC CC O
inter NN NN O
alia NN NN O
provides VBZ VBZ O
: : : O
' POS POS O
2 CD CD O
. . . O
In IN IN O
this DT DT O
Act NNP NNP O
unless IN IN O
there EX EX O
is VBZ VBZ O
anything NN NN O
repugnant NN NN O
in IN IN O
the DT DT O
subject NN NN O
or CC CC O
context NN NN O
- - - O
( ( ( O
1 CD CD O
) ) ) O
' POS POS O
City NNP NNP O
Court NNP NNP O
' POS POS O
means VBZ VBZ O
the DT DT O
Court NNP NNP O
established VBD VBD O
under IN IN O
Section NN NN I-LC
3 CD CD I-LC
; : : I-LC
( ( ( I-LC
2 CD CD I-LC
) ) ) I-LC
' POS POS I-LC
High NNP NNP O
Court NNP NNP O
' POS POS O
means VBZ VBZ O
the DT DT O
High NNP NNP O
Court NNP NNP O
of IN IN O
Judicature NNP NNP O
at IN IN O
Bombay NNP NNP O
'. POS POS O
Section NN NN I-LC
3 CD CD I-LC
in IN IN O
its PRP$ PRP$ O
turn NN NN O
provides VBZ VBZ O
: : : O
' POS POS O
3 CD CD O
. . . O
The DT DT O
State NNP NNP O
Government NNP NNP O
may MD MD O
by IN IN O
notification NN NN O
in IN IN O
the DT DT O
Official NNP NNP O
Gazette NNP NNP O
establish VB VB O
for IN IN O
the DT DT O
Greater NNP NNP O
Bombay NNP NNP O
a DT DT O
Court NNP NNP O
to TO TO O
be VB VB O
called VBN VBN O
the DT DT O
Bombay NNP NNP O
City NNP NNP O
Civil NNP NNP O
Court NNP NNP O
. . . O
Notwithstanding NNP NNP O
anything NN NN O
contained VBD VBD O
in IN IN O
any DT DT O
law NN NN O
such JJ JJ O
Court NNP NNP O
shall MD MD O
have VB VB O
jurisdiction NN NN O

High NNP NNP O
Court NNP NNP O
of IN IN O
Judicature NNP NNP O
at IN IN O
Bombay NNP NNP O
'. POS POS O
Section NN NN I-LC
3 CD CD I-LC
in IN IN O
its PRP$ PRP$ O
turn NN NN O
provides VBZ VBZ O
: : : O
' POS POS O
3 CD CD O
. . . O
The DT DT O
State NNP NNP O
Government NNP NNP O
may MD MD O
by IN IN O
notification NN NN O
in IN IN O
the DT DT O
Official NNP NNP O
Gazette NNP NNP O
establish VB VB O
for IN IN O
the DT DT O
Greater NNP NNP O
Bombay NNP NNP O
a DT DT O
Court NNP NNP O
to TO TO O
be VB VB O
called VBN VBN O
the DT DT O
Bombay NNP NNP O
City NNP NNP O
Civil NNP NNP O
Court NNP NNP O
. . . O
Notwithstanding NNP NNP O
anything NN NN O
contained VBD VBD O
in IN IN O
any DT DT O
law NN NN O
such JJ JJ O
Court NNP NNP O
shall MD MD O
have VB VB O
jurisdiction NN NN O
to TO TO O
receive VB VB O
try NN NN O
and CC CC O
dispose NN NN O
of IN IN O
all DT DT O
suits NNS NNS O
and CC CC O
other JJ JJ O
proceedings NNS NNS O
of IN IN O
a DT DT O
civil JJ JJ O
nature NN NN O
not RB RB O
exceeding VBG VBG O
fifty NN NN O
thousand CD CD O
rupees NNS NNS O
in IN IN O
value NN NN O
and CC CC O
arising VBG VBG O
within IN IN O
the DT DT O
Greater NNP NNP O
Bombay NNP NNP O
except IN IN O
suits NNS NNS O
or CC CC O
proceedings NNS NNS O
which WDT WDT O
are VBP VBP O
cognizable JJ JJ O
- : : O
( ( ( O
a DT DT O
) ) ) O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
as IN IN O
a DT DT O
Court NNP NNP O
of IN IN O
Admiralty NNP NNP O
or CC CC O
Vice-Admiralty NNP NNP O
or CC CC O
as IN IN O
a DT DT O

to TO TO O
receive VB VB O
try NN NN O
and CC CC O
dispose NN NN O
of IN IN O
all DT DT O
suits NNS NNS O
and CC CC O
other JJ JJ O
proceedings NNS NNS O
of IN IN O
a DT DT O
civil JJ JJ O
nature NN NN O
not RB RB O
exceeding VBG VBG O
fifty NN NN O
thousand CD CD O
rupees NNS NNS O
in IN IN O
value NN NN O
and CC CC O
arising VBG VBG O
within IN IN O
the DT DT O
Greater NNP NNP O
Bombay NNP NNP O
except IN IN O
suits NNS NNS O
or CC CC O
proceedings NNS NNS O
which WDT WDT O
are VBP VBP O
cognizable JJ JJ O
- : : O
( ( ( O
a DT DT O
) ) ) O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
as IN IN O
a DT DT O
Court NNP NNP O
of IN IN O
Admiralty NNP NNP O
or CC CC O
Vice-Admiralty NNP NNP O
or CC CC O
as IN IN O
a DT DT O
Colonial NNP NNP O
Court NNP NNP O
of IN IN O
Admiralty NNP NNP O
or CC CC O
as IN IN O
a DT DT O
Court NNP NNP O
having VBG VBG O
testamentary JJ JJ O
intestate NN NN O
or CC CC O
matrimonial JJ JJ O
Jurisdiction NNP NNP O
or CC CC O
( ( ( O
b SYM SYM O
) ) ) O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
for IN IN O
the DT DT O
relief NN NN O
of IN IN O
insolvent NN NN O
debtors NNS NNS O
or CC CC O
( ( ( O
c SYM SYM O
) ) ) O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
under IN IN O
any DT DT O
special JJ JJ O
law NN NN O
other JJ JJ O
than IN IN O
the DT DT O
Letters NNS NNS O
Patent NNP NNP O
; : : O
or CC CC O
( ( ( O
d SYM SYM O
) ) ) O
by IN IN O
the DT DT O
Small JJ JJ O
Cause NNP NNP O
Court NNP NNP O
: : : O
Provided VBN VBN O

Colonial NNP NNP O
Court NNP NNP O
of IN IN O
Admiralty NNP NNP O
or CC CC O
as IN IN O
a DT DT O
Court NNP NNP O
having VBG VBG O
testamentary JJ JJ O
intestate NN NN O
or CC CC O
matrimonial JJ JJ O
Jurisdiction NNP NNP O
or CC CC O
( ( ( O
b SYM SYM O
) ) ) O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
for IN IN O
the DT DT O
relief NN NN O
of IN IN O
insolvent NN NN O
debtors NNS NNS O
or CC CC O
( ( ( O
c SYM SYM O
) ) ) O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
under IN IN O
any DT DT O
special JJ JJ O
law NN NN O
other JJ JJ O
than IN IN O
the DT DT O
Letters NNS NNS O
Patent NNP NNP O
; : : O
or CC CC O
( ( ( O
d SYM SYM O
) ) ) O
by IN IN O
the DT DT O
Small JJ JJ O
Cause NNP NNP O
Court NNP NNP O
: : : O
Provided VBN VBN O
that IN IN O
the DT DT O
State NNP NNP O
Government NNP NNP O
may MD MD O
from IN IN O
time NN NN O
to TO TO O
time NN NN O
after IN IN O
consultation NN NN O
with IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
by IN IN O
a DT DT O
like JJ JJ O
notification NN NN O
extend VB VB O
the DT DT O
jurisdiction NN NN O
of IN IN O
the DT DT O
City NNP NNP O
Court NNP NNP O
to TO TO O
any DT DT O
suits NNS NNS O
or CC CC O
proceedings NNS NNS O
which WDT WDT O
are VBP VBP O
cognizable JJ JJ O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
as IN IN O
a DT DT O
Court NNP NNP O
having VBG VBG O
testamantary JJ JJ O
or CC CC O
intestate JJ JJ O
jurisdiction NN NN O
or CC CC O
for IN IN O
the DT DT O
relief NN NN O

that IN IN O
the DT DT O
State NNP NNP O
Government NNP NNP O
may MD MD O
from IN IN O
time NN NN O
to TO TO O
time NN NN O
after IN IN O
consultation NN NN O
with IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
by IN IN O
a DT DT O
like JJ JJ O
notification NN NN O
extend VB VB O
the DT DT O
jurisdiction NN NN O
of IN IN O
the DT DT O
City NNP NNP O
Court NNP NNP O
to TO TO O
any DT DT O
suits NNS NNS O
or CC CC O
proceedings NNS NNS O
which WDT WDT O
are VBP VBP O
cognizable JJ JJ O
by IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
as IN IN O
a DT DT O
Court NNP NNP O
having VBG VBG O
testamantary JJ JJ O
or CC CC O
intestate JJ JJ O
jurisdiction NN NN O
or CC CC O
for IN IN O
the DT DT O
relief NN NN O
of IN IN O
insolvent NN NN O
debtor NN NN O
. . . O
' POS POS O
The DT DT O
other JJ JJ O
Section NN NN O
which WDT WDT O
is VBZ VBZ O
relevant JJ JJ O
is VBZ VBZ O
Section NN NN I-LC
12 CD CD I-LC
which WDT WDT O
reads VBZ VBZ O
: : : O
' POS POS O
12 CD CD O
. . . O
Notwithstanding NNP NNP O
anything NN NN O
contained VBD VBD O
in IN IN O
any DT DT O
law NN NN O
the DT DT O
High NNP NNP O
Court NNP NNP O
shall MD MD O
not RB RB O
have VB VB O
jurisdiction NN NN O
to TO TO O
try VB VB O
suits NNS NNS O
and CC CC O
proceedings NNS NNS O
cognizable JJ JJ O
by IN IN O
the DT DT O
City NNP NNP O
Court NNP NNP O
: : : O
Provided VBN VBN O
that IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
may MD MD O
for IN IN O
any DT DT O
special JJ JJ O
reason NN NN O

of IN IN O
insolvent NN NN O
debtor NN NN O
. . . O
' POS POS O
The DT DT O
other JJ JJ O
Section NN NN O
which WDT WDT O
is VBZ VBZ O
relevant JJ JJ O
is VBZ VBZ O
Section NN NN I-LC
12 CD CD I-LC
which WDT WDT O
reads VBZ VBZ O
: : : O
' POS POS O
12 CD CD O
. . . O
Notwithstanding NNP NNP O
anything NN NN O
contained VBD VBD O
in IN IN O
any DT DT O
law NN NN O
the DT DT O
High NNP NNP O
Court NNP NNP O
shall MD MD O
not RB RB O
have VB VB O
jurisdiction NN NN O
to TO TO O
try VB VB O
suits NNS NNS O
and CC CC O
proceedings NNS NNS O
cognizable JJ JJ O
by IN IN O
the DT DT O
City NNP NNP O
Court NNP NNP O
: : : O
Provided VBN VBN O
that IN IN O
the DT DT O
High NNP NNP O
Court NNP NNP O
may MD MD O
for IN IN O
any DT DT O
special JJ JJ O
reason NN NN O
and CC CC O
at IN IN O
any DT DT O
stage NN NN O
remove VB VB O
for IN IN O
trial NN NN O
by IN IN O
itself PRP PRP O
any DT DT O
suit NN NN O
or CC CC O
proceeding VBG VBG O
from IN IN O
the DT DT O
City NNP NNP O
Court NNP NNP O
. . . O
' POS POS O
As IN IN O
regards VBZ VBZ O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
State NNP NNP I-LC
Financial NNP NNP I-LC
Corporations NNP NNP I-LC
Act NNP NNP I-LC
1951 CD CD I-LC
since IN IN O
the DT DT O
submissions NNS NNS O
made VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
parties NNS NNS O
referred VBD VBD O
to TO TO O
most JJS JJS O
of IN IN O
the DT DT O
provisions NNS NNS O
contained VBD VBD O
therein IN IN O
these DT DT O
two CD CD O

and CC CC O
at IN IN O
any DT DT O
stage NN NN O
remove VB VB O
for IN IN O
trial NN NN O
by IN IN O
itself PRP PRP O
any DT DT O
suit NN NN O
or CC CC O
proceeding VBG VBG O
from IN IN O
the DT DT O
City NNP NNP O
Court NNP NNP O
. . . O
' POS POS O
As IN IN O
regards VBZ VBZ O
Sections NNP NNP I-LC
31 CD CD I-LC
and CC CC I-LC
32 CD CD I-LC
of IN IN I-LC
the DT DT I-LC
State NNP NNP I-LC
Financial NNP NNP I-LC
Corporations NNP NNP I-LC
Act NNP NNP I-LC
1951 CD CD I-LC
since IN IN O
the DT DT O
submissions NNS NNS O
made VBN VBN O
by IN IN O
learned JJ JJ O
counsel NN NN O
for IN IN O
the DT DT O
parties NNS NNS O
referred VBD VBD O
to TO TO O
most JJS JJS O
of IN IN O
the DT DT O
provisions NNS NNS O
contained VBD VBD O
therein IN IN O
these DT DT O
two CD CD O
Sections NNP NNP O
may MD MD O
be VB VB O
quoted VBN VBN O
in IN IN O
their PRP$ PRP$ O
entirety NN NN O
. . . O
They PRP PRP O
read VBP VBP O
: : : O
' POS POS O
31.(1 CD CD O
) ) ) O
Where WRB WRB O
an DT DT O
industrial JJ JJ O
concern NN NN O
in IN IN O
breach NN NN O
of IN IN O
any DT DT O
agreement NN NN O
makes VBZ VBZ O
any DT DT O
default NN NN O
in IN IN O
repayment NN NN O
of IN IN O
any DT DT O
loan NN NN O
or CC CC O
advance NN NN O
or CC CC O
any DT DT O
instalment NN NN O
thereof NN NN O
or CC CC O
in IN IN O
meeting VBG VBG O
